 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1261090.0,,, 35.2602,-78.2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 4, 7,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1258777.0,,, 39.7532,-104.991,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,, 5, 34,,1.0,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1257873.0,,, 36.1678,-80.2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 72, 32,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1258320.0,,, 32.6315,-96.8334,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,, 111, 23,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1259582.0,,, 35.4396,-93.3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 69, 6,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1259687.0,,, 33.0734,-97.2287,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 63, 12,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1257514.0,,, 46.7638,-89.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 110, 38,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1256271.0,,, 33.4645,-84.3683,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,, 75, 44,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1256752.0,,, 44.8885,-85.2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 105, 37,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1256731.0,,, 43.2438,-73.8391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 114, 49,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1255632.0,,, 33.4334,-112.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 27, 27,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1256230.0,,, 33.5539,-86.8058,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 59, 20,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1255061.0,,, 30.83,-91.2013,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 62, 17,,,,,,1.0,,,
,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1254561.0,,, 39.8524,-88.9556,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 96, 48,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1253548.0,,, 35.6895,-93.5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 69, 6,,,,,,,1.0,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1308385.0,,, 39.8986,-92.48100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 6, 18,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1253111.0,,, 46.1657,-116.73899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 6, 6,,,,,,,,,
,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1252415.0,,, 36.0354,-115.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 41, 20,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1253765.0,,, 37.3595,-93.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 130, 20,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1253410.0,,, 30.2752,-89.7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 76, 1,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1253708.0,,, 47.5331,-94.6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 5A, 5,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1252355.0,,, 40.134,-91.7757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 4, 18,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1253016.0,,, 40.5939,-96.3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,, 1,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1252919.0,,, 36.1628,-85.5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 42, 15,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1252211.0,,, 43.1027,-78.0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 139, 61,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1251637.0,,, 33.5844,-92.8572,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 5, 27,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1248514.0,,, 38.3645,-93.7594,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 57, 31,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1248553.0,,, 40.1838,-105.93299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 13, 8,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1255784.0,,, 47.7287,-117.39200000000001,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 6, 6,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1247546.0,,, 32.5792,-86.4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 42, 30,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1247630.0,,, 28.8711,-80.8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 27, 14,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1247542.0,,, 44.7838,-117.815,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 60, 30,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1255624.0,,, 45.4667,-111.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 71, 36,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1248178.0,,, 30.4526,-93.1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 32, 28,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1245218.0,,, 38.8357,-104.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 18, 11,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1245110.0,,, 43.0909,-88.0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 12, 4,,,,,,1.0,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1245028.0,,, 44.2871,-73.7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 114, 45,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1243719.0,,, 33.4738,-86.926,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 57, 19,,,,,,,,,
,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1240934.0,,, 37.3615,-81.0991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 27, 6,,,,,,,,,
,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1240563.0,,, 33.7001,-84.1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,, 92, 10,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1245249.0,,, 38.7631,-104.772,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 17, 12,,,,,,,,,
,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1238134.0,,, 35.0369,-87.5047,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 70, 28,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238289.0,,, 46.6084,-112.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 82, 41,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1238638.0,,, 38.7671,-104.774,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 17, 11,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1238006.0,,, 41.7155,-81.2553,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 60, 25,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1236881.0,,, 47.0202,-120.54799999999999,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 13, 13,,,,1.0,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1235835.0,,, 34.7936,-86.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 19, 1,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1235182.0,,, 29.4404,-98.5278,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,, 116, 26,,1.0,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1235301.0,,, 43.1339,-88.22200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 98, 33,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1236272.0,,, 39.9429,-75.0874,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 5, 5,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1229736.0,,, 35.0747,-79.0165,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 42, 21,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1228092.0,,, 37.5431,-77.3318,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 74, 9,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1228741.0,,, 39.9265,-82.8586,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 26, 15,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1227604.0,,, 29.6147,-97.3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 17, 18,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1236855.0,,, 43.1509,-73.7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 113, 43,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1227183.0,,, 33.0079,-96.8228,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 66, 8,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1227401.0,,, 40.0911,-83.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 21, 16,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1228329.0,,, 34.5023,-83.0965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 32, 50,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1227383.0,,, 41.1172,-95.9413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 45,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1226148.0,,, 39.2187,-84.538,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 32, 9,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1225259.0,,, 48.8063,-100.446,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 6, 6,,,,,,1.0,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1223968.0,,, 37.0182,-76.3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 91, 2,,,,,,,,,1.0
,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,13.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1557908.0,,, 37.8136,-122.24600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 18, 9,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1556936.0,,, 46.104,-91.9149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 73, 25,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1557895.0,,, 45.5125,-92.9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 32B, 32,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556898.0,,, 36.107,-83.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 19, 6,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556751.0,,, 41.7831,-87.6512,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 6, 3,,,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557256.0,,, 37.9848,-121.346,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 13, 5,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556994.0,,, 40.5831,-111.84899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 49, 9,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1558064.0,,, 34.6316,-82.8399,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,, 6, 3,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1556946.0,,, 43.773,-88.4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 52, 18,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1556943.0,,, 44.9065,-89.7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 86, 29,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1556939.0,,, 44.4799,-88.2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 5, 2,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556318.0,,, Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557776.0,,, 47.6062,-122.33200000000001,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 43, 43,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1556886.0,,, 42.5173,-83.0505,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,, 28, 9,,1.0,,,,,1.0,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556456.0,,, 44.961,-93.1342,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,, 65A, 65,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555294.0,,, 36.0514,-95.9644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 71, 35,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555273.0,,, 41.6057,-86.729,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,, 20, 8,1.0,1.0,,,,,,,
,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1556302.0,,, 26.3052,-98.1286,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,, 40, 20,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555786.0,,, 30.282,-81.6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 16, 6,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555003.0,,, 32.3557,-90.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 65, 27,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554896.0,,, 24.574,-81.7365,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 120, 39,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554026.0,,, 42.6826,-84.5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 67, 23,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1554474.0,,, 43.1092,-89.3453,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0, 76, 26,,1.0,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554287.0,,, 38.3613,-121.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 11, 3,,,,,,,,,
